source_file,filer_ein,filer_organization_name,tax_period_begin,tax_period_end,formation_year,foundation_address_line1,foundation_address_line2,foundation_city,foundation_state,foundation_zip,foundation_phone,foundation_website,legal_domicile_state,total_assets_boy,total_assets_eoy,total_liabilities_eoy,net_assets_eoy,fair_market_value_eoy,total_revenue,total_expenses,investment_income,distributable_amount,total_distributions,undistributed_income,is_private_operating_foundation,is_501c3,mission_description
202520159349100162_public.xml,386160330,MILTON M RATNER FOUNDATION,2023-09-01,2024-08-31,,PO BOX 250628,,FRANKLIN,MI,480250628,7349538600,,,6064917,6029196,0,,9614181,,,,,470241,,false,,
202520159349100167_public.xml,756196164,J PAUL CRAIG FOUNDATION,2023-10-01,2024-09-30,,ASSET MGMT DIV DEPT PO BOX 1,,AMARILLO,TX,791050001,8063723331,,,487998,480989,0,,572380,,,,,25372,,false,,
202520159349100172_public.xml,882823643,GBSC FOUNDATION,2023-01-01,2023-12-31,,1080 MORRISON DRIVE SUITE 320,,CHARLESTON,SC,29403,4123556000,,,553171,3170416,3000000,,3170416,,,,,385867,,true,,
202520159349100202_public.xml,571061131,JERRY AND ANITA ZUCKER FAMILY FOUNDATION INC,2023-01-01,2023-12-31,,4838 JENKINS AVENUE,,N CHARLESTON,SC,29405,,,,9521662,9301732,0,,9301732,,,,,675000,,false,,
202520159349100207_public.xml,357307014,EPICURUS FOUNDATION,2023-01-01,2023-12-31,,44 GRAMERCY PARK NORTH 11C,,NEW YORK,NY,100106310,2122862600,,,0,0,0,,0,,,,,0,,0,,
202520159349100212_public.xml,631055074,ERIE HALL MEYER CHARITABLE FUND INC,2023-10-01,2024-09-30,,P O BOX 123,,MOBILE,AL,36601,2514735550,,,16009206,16204933,0,,16300491,,,,,112043,,0,,
202520159349100217_public.xml,813978350,JOHN F KENNEDY HIGH SCHOOL NJROTC,2022-01-01,2022-12-31,,11264 GOTHIC AVE,,GRANADA HILLS,CA,91344,,,,9119,22759,0,,22759,,,,,,,false,,
202520159349100222_public.xml,882872405,Olivers Heros Inc,2023-01-01,2023-12-31,,13221 Prestwick Court,,Evansville,IN,47725,8124791555,,,17031,0,0,,0,,,,,,,false,,
202520159349100227_public.xml,237848282,LEIGH AND EDWIN SCHADT ALLENTOWN ART,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,1267270,1434062,0,,1715188,,,,,75997,,false,,
202520159349100232_public.xml,566035005,MARY AND LOUISE CRANDALL FUND,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,198801,195522,0,,222788,,,,,11279,,false,,
202520159349100252_public.xml,061194385,THE THOMPSON FAMILY FOUNDATION INC,2023-06-01,2024-05-31,,1 ROCKEFELLER PLAZA FL 21,,NEW YORK,NY,10020,2122970400,,,460988467,453472181,15508832,,569011399,,,,,17805057,,0,,
202520159349100257_public.xml,416012065,DRISCOLL FOUNDATION,2023-03-01,2024-02-29,,30 E 7TH STREET SUITE 2000,,ST PAUL,MN,551014930,6512280935,,,28871628,28898326,0,,37808875,,,,,1277661,,0,,
202520159349100262_public.xml,010213987,WARDWELL HOME FOR THE AGING INC,2023-07-01,2024-06-30,,43 MIDDLE STREET,,SACO,ME,04072,2077801100,,,11869481,12286776,1508152,,12286776,,,,,175283,,1,,
202520159349100267_public.xml,521205924,LACY FOUNDATION,2023-09-01,2024-08-31,,PO BOX 3084,,MARTINSVILLE,VA,24115,2766329871,,,2114649,2044962,0,,2380260,,,,,144750,,0,,
202520159349100272_public.xml,954666745,THE MICHAEL AND ROBERTA SEEDMAN FAMILY,2023-07-01,2024-06-30,,1755 HALF DAY ROAD,,BANNOCKBURN,IL,60015,8474418800,,,224465,174888,0,,747001,,,,,50000,,0,,
202520159349100277_public.xml,466194488,AB NICHOLAS SCHOLARSHIP FOUNDATION,2023-10-01,2024-09-30,,10309 N RIVER ROAD,,MEQUON,WI,53092,2622439610,,,58289861,57564782,15045,,77764836,,,,,3525069,,0,,
202520159349100282_public.xml,426295370,FAHRNEY EDUCATION FDTN TRUST,2023-03-01,2024-02-29,,PO BOX 0634,,MILWAUKEE,WI,532010634,4123556000,,,4608961,5082920,0,,5082920,,,,,256390,,false,,
202520159349100287_public.xml,656080716,CATHERINE ANDERSON CHARITABLE TRUST,2023-09-01,2024-08-31,,2953 W CYPRESS CREEK RD SUITE 101,,FORT LAUDERDALE,FL,33309,9549770900,,,376384,354424,0,,480937,,,,,19200,,false,,
202520159349100292_public.xml,954621772,NORMAN F SPRAGUE JR FOUNDATION,2023-03-01,2024-02-29,,11726 SAN VICENTE BLVD 625,,LOS ANGELES,CA,90049,3102773373,,,10326847,10099132,0,,14657663,,,,,684978,,0,,
202520159349100302_public.xml,522089611,Meritor Inc Trust,2022-10-01,2023-09-30,,2135 West Maple Road,,Troy,MI,48084,3176365592,,,16888,0,0,,0,,,,,30992,,false,,
202520159349100307_public.xml,271393341,The Hop & Mae Adams Foundation,2023-04-01,2024-03-31,,5598 North Eagle Road 102,,Boise,ID,83713,2086397799,,,46024202,46980028,586496,,46396390,,,,,2379669,,0,,
202520159349100312_public.xml,237213940,Seth M Milliken Foundation Inc,2023-10-01,2024-09-30,,PO Box 1926 M-416,,Spartanburg,SC,29304,,,,4653174,4835723,0,,7097510,,,,,296827,,0,,
202520159349100317_public.xml,562205579,MICHAEL AND LAURA BRADER-ARAJE,2023-01-01,2023-12-31,,109 E FRANKLIN STREET SUITE 200,,CHAPEL HILL,NC,27514,9199684911,,,5769195,5601206,1025,,6501225,,,,,307123,,0,,
202520159349100322_public.xml,016088406,HARRIET RUTH MACKAY CHARITABLE TRUST,2023-09-01,2024-08-31,,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,44144,4123556000,,,460681,468254,0,,460635,,,,,20795,,false,,
202520159349100327_public.xml,272885140,DR KENT ROBERTS & ILENE ROBERTS,2023-09-01,2024-08-31,,PO BOX 1,,AMARILLO,TX,79105,8063717661,,,7348014,7322064,0,,8545002,,,,,322500,,false,,
202520159349100332_public.xml,562242164,ANN L TURNER & GEOFFREY M TENNANT,2023-03-01,2024-02-29,,PO BOX 1334,,TRYON,NC,287821334,8282580363,,,1691089,1916161,0,,1916161,,,,,98001,,false,,
202520159349100337_public.xml,956134481,ETCHEMENDY CAROLINE - TWI,2023-03-01,2024-02-29,,PO BOX 0634,,MILWAUKEE,WI,532010634,4123556000,,,2600907,2544972,0,,3160933,,,,,130888,,false,,
202520159349100342_public.xml,942856207,THE AUFMUTH FAMILY FOUNDATION,2023-10-01,2024-09-30,,627 SEALE AVENUE,,PALO ALTO,CA,94301,4085587500,,,1731531,1372664,0,,1570458,,,,,199157,,0,,
202520159349100347_public.xml,260080253,THE DONALD AND DONNA ADAM FAMILY,2023-01-01,2023-12-31,,ONE MOMENTUM BOULEVARD SUITE 1000,,COLLEGE STATION,TX,77845,8012691818,,,52596962,50832142,0,,63653552,,,,,2887390,,false,,
202520159349100352_public.xml,133757928,HASKELL FAMILY FOUNDATION,2023-03-01,2024-02-29,,733 THIRD AVENUE,,NEW YORK,NY,10017,2129498700,,,1108926,1140391,3000,,1506673,,,,,35250,,0,,
202520159349100357_public.xml,650793857,DISCAVAGE FAMILY FOUNDATION INC,2023-09-01,2024-08-31,,6073 WEDGEWOOD VILLAGE CIR,,LAKE WORTH,FL,33463,9547818800,,,306191,278423,0,,265785,,,,,12200,,0,,
202520159349100362_public.xml,832157154,BABL INC,2023-01-01,2023-12-31,,1056 GREENTREE AVENUE,,DEERFIELD,IL,60015,8472911333,,,2873,2873,0,,2873,,,,,0,,0,,
202520159349100367_public.xml,465762461,JOSEPH RICHARD CURRIER CHARITABLE FOUNDATION INC,2022-01-01,2022-12-31,,151 MARIETTA AVENUE,,PASSAIC,NJ,07055,2013430008,,,135381,1317184,0,,1317184,,,,,,,false,,
202520159349100402_public.xml,203163711,HAZEL CROSBY CARLTON FOUNDATION INC,2023-01-01,2023-12-31,,8621 OAKWOOD DRIVE,,LAKELAND,FL,33810,8636830708,,,283814,215419,0,,215420,,,,,68930,,false,,
202520159349100407_public.xml,046054630,POMROY REBECCA FOUNDATION INC (CUST),2023-09-01,2024-08-31,,PO BOX 66066,,AUBURNDALE,MA,02466,5083669100,,,1956744,1935656,0,,2759645,,,,,132117,,0,,
202520159349100412_public.xml,846020561,ELLEN M STANDLEY TRUST,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,744753,723266,0,,850229,,,,,47323,,false,,
202520159349100417_public.xml,232267540,PAUL M SMUCKER FAMILY FOUNDATION,2023-09-01,2024-08-31,,2715 OLD PHILADELPHIA PIKE,,BIRDINHAND,PA,175059707,7173930767,,,10146,9251,0,,9251,,,,,895,,false,,
202520159349100422_public.xml,367090566,SAMUEL H KROM SCHOLARSHIP FUND,2022-02-01,2023-01-31,,3312 W PETERSON,,CHICAGO,IL,60659,8476470250,,,75783,43655,0,,233210,,,,,19230,,false,,
202520159349100427_public.xml,566036239,TW KERNERSVILLE MORAVIAN CHURCH RDS,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,621319,660218,0,,760906,,,,,34237,,false,,
202520159349100432_public.xml,236244946,IRENE D CUNNINGHAM W,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,355216,350974,0,,415096,,,,,19000,,false,,
202520159349100437_public.xml,236681110,RALPH LAROSH FUND,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,469237,464079,0,,548509,,,,,25381,,false,,
202520159349100442_public.xml,842772495,LANCERS HOME RUN CLUB,2023-09-01,2024-08-31,,1711 HERNDON FARM ROAD,,ROCK HILL,SC,29732,8036844968,,,51,14806,0,,0,,,,,75248,,false,,
202520159349100452_public.xml,751171741,THE MARY MOODY NORTHEN ENDOWMENT,2022-01-01,2022-12-31,,2618 BROADWAY,,GALVESTON,TX,77550,4097659311,,,99760331,86781982,1505680,,98191188,,,,,4038640,,0,,
202520159349100457_public.xml,133973868,WAKA FOUNDATION INC,2023-09-01,2024-08-31,,200 WEST 41ST STREET 1801,,NEW YORK,NY,10036,2123820404,,,256998,326819,167056,,439294,,,,,15371,,0,,
202520159349100462_public.xml,136903968,JUDITH CHASE FOUNDATION CO FIDUCIARY TRUST,2023-09-01,2024-08-31,,C/O FTCI 280 PARK AVE 7TH FL,,NEW YORK,NY,10010,2126324082,,,372460,369186,0,,644922,,,,,29732,,false,,
202520159349100467_public.xml,363988367,ANDERSON VALLEY FOUNDATION,2023-09-01,2024-08-31,,747 N BURLINGTON 212,,HASTINGS,NE,689020609,3166850222,,,37811315,36665365,0,,45054597,,,,,2679718,,0,,
202520159349100472_public.xml,742254030,COLLINS FOUNDATION,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,1273708,1355431,0,,1893633,,,,,103792,,false,,
202520159349100502_public.xml,261572332,THE ALEXANDRA AND SPENCER WELLS,2023-12-01,2024-11-30,,2935 PACIFIC AVENUE,,SAN FRANCISCO,CA,94115,2038694560,,,478202,372854,0,,196977,,,,,152662,,false,,
202520159349100507_public.xml,454015653,Gemunder Family Foundation Inc,2023-01-01,2023-12-31,,218 E Bearss Ave STE 407,,Tampa,FL,33613,3128792000,,,20914364,20501699,0,,31797968,,,,,1507525,,false,,
202520159349100552_public.xml,883389236,REPUBLIC OF TEXAS TAILGATE,2023-03-01,2024-02-29,,4 CRIPPLE CREEK CT,,WIMBERLEY,TX,78676,5128944433,,,390,2332,0,,0,,,,,56108,,true,,
202520159349100557_public.xml,541291449,NANSEMOND CHARITABLE FOUNDATION INC,2023-09-01,2024-08-31,,453 W WASHINGTON STREET,,SUFFOLK,VA,23434,7574611040,,,131992,133790,0,,189990,,,,,8650,,false,,
202520159349100562_public.xml,953169713,ARNOLD AND MABEL BECKMAN FOUNDATION,2023-09-01,2024-08-31,,100 ACADEMY WAY,,IRVINE,CA,92617,9499102727,,,652616638,720883415,16021925,,720883415,,,,,30705946,,0,,
202520159349100567_public.xml,351528135,DEKKO FOUNDATION INC,2023-09-01,2024-08-31,,PO BOX 548,,KENDALLVILLE,IN,46755,2604604000,,,215662432,222603949,5774,,291440613,,,,,13296677,,false,,
202520159349100602_public.xml,222779689,KSD CHARITABLE FOUNDATION,2023-09-01,2024-08-31,,PO BOX 1578,,MARCO ISLAND,FL,341451578,4137349040,,,485426,483814,0,,538920,,,,,10000,,false,,
202520159349100607_public.xml,862216024,We Start Me Up,2022-01-01,2022-12-31,,22543 Ventura blvd STE 220,,Woodland Hills,CA,91364,8189435773,,,0,0,0,,0,,,,,,,false,,
202520159349100612_public.xml,474442570,OCTOBER MOUNTAIN FOUNDATION INC,2023-01-01,2023-12-31,,46 STAUDERMAN AVENUE 3RD FLOOR,,LYNBROOK,NY,11563,5169087770,,,22041446,20420830,0,,22841981,,,,,2278392,,0,,
202520159349100617_public.xml,223696348,ANN & ROBERT BENSON FOUNDATION INC,2023-10-01,2024-09-30,,PO BOX 1532 AFT,,PENNINGTON,NJ,08534,8888663275,,,584943,444751,0,,661009,,,,,314212,,false,,
202520159349100702_public.xml,923251636,JWC CHARITABLE FOUNDATION INC,2023-03-23,2023-12-31,,W580 GARTON RD,,SHEBOYGAN,WI,53083,6305714900,,,,0,0,,0,,,,,0,,false,,
202520159349100707_public.xml,832204872,ST SORAYAS ANIMAL SANCTUARY,2023-10-01,2024-09-30,,24777 RODAS DR,,Bonita Springs,FL,34135,3309317674,,,0,0,0,,0,,,,,,,false,,
202520159349100712_public.xml,881749850,STEPHEN AND NANCY SZAPOR,2024-01-01,2024-12-31,,9419 VIAGGIO WAY,,HIGHLANDS RANCH,CO,80126,9087226660,,,8634,134,0,,134,,,,,20000,,true,,
202520159349100717_public.xml,236244634,HUEY GEO M T W CHES CO HOSP,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,6142115,6104571,0,,7173043,,,,,318715,,false,,
202520159349100722_public.xml,336211470,The Brookheim Foundation,2023-07-01,2024-06-30,,5411 Bahia Lane,,La Jolla,CA,920377020,5629286441,,,258770,85991,0,,85992,,,,,108924,,true,,
202520159349100752_public.xml,133030314,THE NATHANSON-ABRAMS FAMILY FOUNDATION,2023-03-01,2024-02-29,,860 UNITED NATIONS PLAZA 8A,,NEW YORK,NY,10017,2125573900,,,91157,89503,0,,597698,,,,,28840,,0,,
202520159349100757_public.xml,566036456,TW DUKE UN MED SCH AND HOSP FMH,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,13868453,13599777,0,,15553931,,,,,674688,,false,,
202520159349100762_public.xml,236704181,M E KELLER CHARITABLE MEMORIAL FD,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,1359652,1335843,0,,1577674,,,,,83248,,false,,
202520159349100802_public.xml,236244370,MARSHALL SAMUEL,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,727261,715554,0,,843797,,,,,48085,,false,,
202520159349100807_public.xml,873964337,Flying Snow Foundation,2022-12-01,2023-11-30,,PO Box 581,,Medina,WA,98039,4089962002,,,140837,86675,14380,,84620,,,,,15380,,false,,
202520159349100852_public.xml,236480068,JONES R FBO SCHOLARSHIP TUW,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,733459,719325,0,,838713,,,,,39307,,false,,
202520159349100857_public.xml,566066887,RUBY JOLLIFFE SCHOLARSHIP FOUNDATION,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,245574,240367,0,,285860,,,,,14644,,false,,
202520159349100862_public.xml,236406881,SUTTON J PAUL TR U W,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,423316,423284,0,,504343,,,,,22295,,false,,
202520159349100867_public.xml,872279906,Tianmin Family Foundation Inc,2022-08-01,2023-07-31,,25 Silvers Ln N,,Cranbury,NJ,08512,4089962002,,,149817,136857,0,,150019,,,,,8383,,false,,
202520159349100902_public.xml,566036576,TW CHILD HOME J J RATLIFFE NRR,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,267866,265492,0,,307687,,,,,14344,,false,,
202520159349100907_public.xml,566036485,TW DAVIDSON COLLEGE KBR 1013001298,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,4240077,4203806,0,,4937616,,,,,252307,,false,,
202520159349100912_public.xml,436362504,THE BOUTROSS FOUNDATION 10015100,2023-09-01,2024-08-31,,UMB BANK NA P O BOX 415044 M/S,,KANSAS CITY,MO,641416692,6142327290,,,518152,510897,0,,715637,,,,,31023,,false,,
202520159349100952_public.xml,566036483,TW LILLY B FARRISH MEMORIAL KBR,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,2915736,2888946,0,,3391301,,,,,173665,,false,,
202520159349101002_public.xml,586026952,TA SAMUEL C DOBBS SHARP EDUC FDN,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,2397016,2387483,0,,3066126,,,,,153924,,false,,
202520159349101052_public.xml,566036484,KATE B REYNOLDS TRUST FBO ST ANDREWS,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,2034215,2015451,0,,2367147,,,,,122657,,false,,
202520159349101057_public.xml,266160776,KUIPER CHARITABLE TR FBO FIRST,2023-01-01,2023-12-31,,50 COMMERCE DRIVE,,GRAYSLAKE,IL,60030,7083390500,,,1786888,1736153,0,,1678179,,,,,98926,,false,,
202520159349101062_public.xml,881396941,RAINBOW RISK ALLIANCE,2023-01-01,2023-12-31,,4200 CHINO HILLS PARKWAY 135-175,,Chino Hills,CA,91709,9096216868,,,10827,42620,0,,42620,,,,,,,false,,
202520169349100002_public.xml,566060644,MILLS FAMILY FOUNDATION INC,2023-06-01,2024-05-31,,PO BOX 8100,,ASHEVILLE,NC,28814,8282542374,,,262098,274950,0,,395257,,,,,11855,,0,,
202520169349100007_public.xml,832204872,ST SORAYAS ANIMAL SANCTUARY,2023-10-01,2024-09-30,,24777 RODAS DR,,Bonita Springs,FL,34135,3309317674,,,0,0,0,,0,,,,,,,false,,
202520169349100012_public.xml,223830407,DANNY AFFLITTO MEMORIAL SCHOLARSHIP FUND INC,2023-09-01,2024-08-31,,502 VALLEY ROAD,,WAYNE,NJ,07470,9732447911,,,70589,69209,0,,69209,,,,,1180,,false,,
202520169349100102_public.xml,593569084,THE FONVIELLE FOUNDATION INC,2023-01-01,2023-12-31,,3755 BOBBIN MILL RD,,TALLAHASSEE,FL,32312,8503857444,,,367259,353905,0,,423780,,,,,60950,,false,,
202520169349100107_public.xml,226064734,SAIBEL FOUNDATION INC,2023-06-01,2024-05-31,,52 SOUTH STREET,,RED BANK,NJ,07701,9734726250,,,1509485,1490112,0,,3766440,,,,,152525,,0,,
202520169349100112_public.xml,831151610,THE FRANK DIMINO FAMILY FOUNDATION INC,2022-01-01,2022-12-31,,505 SOUTH FLAGLER DRIVE STE 900,,WEST PALM BEACH,FL,33401,5618329292,,,116794673,114401799,0,,108193919,,,,,5237806,,0,,
202520169349100117_public.xml,833232805,THUNDERBOWL FOUNDATION,2023-01-01,2023-12-31,,33 BLOOMFIELD HILLS PARKWAY STE125,,BLOOMFIELD HILLS,MI,48304,2483635033,,,587,7466,0,,7466,,,,,0,,false,,
202520169349100122_public.xml,846570595,Susan Michaels Compassion Trust,2023-10-01,2024-09-30,,1201 3rd Ave STE 3200,,Seattle,WA,98101,4252142460,,,1647265,2075895,0,,2075895,,,,,111000,,false,,
202520169349100202_public.xml,436870436,HETTIE FISHER CHARITABLE TRUST 470004002,2023-11-01,2024-10-31,,PO BOX 66916,,ST LOUIS,MO,631666916,4126445323,,,414970,403658,0,,510019,,,,,23000,,false,,
202520169349100207_public.xml,261611897,WS FOUNDATION INC,2023-07-01,2024-06-30,,PO BOX 7598,,MOBILE,AL,36670,2514106700,,,1063597,2592644,0,,2703547,,,,,54800,,0,,
202520169349100212_public.xml,136103887,BIEGELSEN FOUNDATION INC,2023-10-01,2024-09-30,,740 SOUTH ANDREWS AVENUE,,FT LAUDERDALE,FL,33316,9545794986,,,427907,422516,0,,1429481,,,,,64070,,false,,
202520169349100302_public.xml,146016858,STEPHEN J POTTER FOUNDATION,2023-10-01,2024-09-30,,118 CANNONBALL PATH,,TICONDEROGA,NY,12883,5185856530,,,412323,470987,0,,470987,,,,,19500,,false,,
202520169349100307_public.xml,931430288,Shalandas House,2023-01-01,2023-12-31,,725 Almond Street,,Clermont,FL,34711,3212362771,,,0,283631,300160,,0,,,,,0,,false,,
202520169349100312_public.xml,472573241,CRAIG'S PANTRY & OUTREACH PROGRAM NFP INC,2023-01-01,2023-12-31,,7451 NW 4TH ST,,PLANTATION,FL,33317,3125085900,,,231337,247645,0,,247840,,,,,139222,,true,,
202520169349100317_public.xml,883180926,JOHN RAINIERI JR CLUBHOUSE FOUNDATION,2023-09-01,2024-08-31,,PO BOX 176,,GREENTOWN,OH,44630,3304782801,,,41211,40766,9450,,40766,,,,,5000,,false,,
202520169349100322_public.xml,831898488,SOLEIL FOUNDATION INC,2023-09-01,2024-08-31,,310 Birchwood Park Drive,,Jericho,NY,11753,7188880895,,,170475,173921,4000,,173921,,,,,,,false,,
202520169349100402_public.xml,731194321,RICHARDSON SCHOLARSHIP TRUST,2023-11-01,2024-10-31,,BANCFIRST TRUST DEPT PO BOX 1468,,DUNCAN,OK,735341468,5802552190,,,23366,23596,0,,0,,,,,1500,,true,,
202520169349100407_public.xml,626371465,JANE L PETTWAY FOUNDATION,2023-09-01,2024-08-31,,4823 OLD KINGSTON PIKE SUITE 100,,KNOXVILLE,TN,37919,3128792850,,,6994743,7075366,0,,8859601,,,,,362994,,false,,
202520169349100412_public.xml,451472038,JERRY GOLDSTEIN FOUNDATION,2023-01-01,2023-12-31,,6104 MADDRY OAKS COURT,,RALEIGH,NC,27616,9197823444,,,189205,205000,0,,205000,,,,,15441,,0,,
202520169349100502_public.xml,742202758,RICHARD L BURDICK FOUNDATION,2023-01-01,2023-12-31,,2497 EMU PARADE,,NEW BRAUNFELS,TX,78132,2107336611,,,6210639,7351671,0,,7466252,,,,,284936,,0,,
202520169349100602_public.xml,611070429,KENTUCKY FOUNDATION FOR WOMEN INC,2023-07-01,2024-06-30,,505 W ORMSBY AVE,,LOUISVILLE,KY,40203,5025849793,,,13316091,13811293,98941,,17678406,,,,,739824,,false,,
202520169349100607_public.xml,131963794,HUMES JAPANESE GARDEN FOUNDATION,2023-10-01,2024-09-30,,587 WALLIS RD,,RYE,NH,038702225,3025213424,,,1446997,1463349,0,,1657958,,,,,0,,false,,
202520169349100612_public.xml,932136609,NATIONAL ASSOCIATION OF MUSLIM CHARITABL,2023-06-09,2023-12-31,,11226 SOUTH WILCREST DR,,HOUSTON,TX,77099,7139542002,,,0,6500,5275,,6500,,,,,275,,0,,
202520169349100617_public.xml,236299967,KIWANIS FOUNDATION OF EASTON,2023-10-01,2024-09-30,,130 LOCKE HEIGHTS RD,,BANGOR,PA,18013,6102527478,,,262780,266496,0,,334026,,,,,20825,,false,,
202520169349100702_public.xml,367166213,THE COLMAR FOUNDATION,2023-12-01,2024-11-30,,1005 W BROKEN STONE PLACE,,ORO VALLEY,AZ,85737,8472679600,,,70414,64824,0,,60943,,,,,1381,,0,,
202520169349100707_public.xml,841887757,GRAND ARMY OF THE,2023-07-01,2024-06-30,,58 ANDREW ST,,LYNN,MA,01902,9788545656,,,105452,59689,0,,59689,,,,,50000,,true,,
202520169349100712_public.xml,752813025,B & B FOUNDATION,2023-10-01,2024-09-30,,8200 BOAT CLUB ROAD 100,,FORT WORTH,TX,76179,9722391660,,,2390419,2843956,1500,,2843956,,,,,80676,,0,,
202520169349100717_public.xml,996095648,Michael T Ort Foundation For Science,2023-12-19,2023-12-31,,21031 Ventura Blvd 1105,,Woodland Hills,CA,91364,8185934800,,,,0,0,,0,,,,,,,false,,
202520169349100802_public.xml,387147993,LINDA REDMANN SCHOLARSHIP TR 1020000264,2023-09-01,2024-08-31,,2300 SOUTH COLUMBIA ROAD,,GRAND FORKS,ND,58201,3128792850,,,515655,504044,0,,554189,,,,,32423,,false,,
202520169349100807_public.xml,680280543,Japantown Cultural Society,2023-07-01,2024-06-30,,565 N Sixth Street,,San Jose,CA,95112,4082638888,,,4393,11620,0,,11620,,,,,,,false,,
202520169349100812_public.xml,223554080,SPINE & SCOLIOSIS RESEARCH ASSOCIATES INC,2023-07-01,2024-06-30,,4500 MONSERRATE STREET,,CORAL GABLES,FL,33146,9732447911,,,457351,661108,1950,,661108,,,,,,,false,,
202520179349100002_public.xml,845008121,Moores Chapel Community Center,2023-01-01,2023-12-31,,9149 Hooper Rd,,Leland,NC,28451,,,,0,0,0,,0,,,,,0,,false,,
202520179349100007_public.xml,311622117,ANN KEMPCZINSKI FOUNDATION,2023-09-01,2024-08-31,,2300 N LINCOLN PARK W APT PH02,,Chicago,IL,60614,,,,4130,404,0,,404,,,,,19500,,false,,
202520179349100012_public.xml,256012285,MARY FULLER FRAIZER MEMORIAL,2023-07-01,2024-06-30,,PO BOX 7,,PERRYOPOLIS,PA,15473,7246289091,,,110848,123347,539,,0,,,,,37074,,true,,
202520179349100017_public.xml,880593667,CFN BASEBALL,2023-01-01,2023-12-31,,8401 GENERAL MOUTON DR,,YOUNGSVILLE,LA,70592,3373647221,,,6314,8572,0,,8572,,,,,25250,,false,,
202520179349100022_public.xml,472681559,LI & CHEUNG FOR BETTER WORLD FOUNDATION,2023-12-01,2024-11-30,,2521 ANVIL TREE LN,,HACIENDA HEIGHTS,CA,91745,6262887810,,,58644,55680,0,,0,,,,,1900,,false,,
202520179349100027_public.xml,860731311,The Chapman Fund an Arizona Non-Profit Corp,2023-01-01,2023-12-31,,14719 W Grand Avenue,,Surprise,AZ,85374,6025955524,,,29859,29109,0,,29109,,,,,495,,false,,
202520179349100032_public.xml,396072993,GEORGE W & EFFIE BORG SCHOLARSHIP FUND,2023-11-01,2024-10-31,,PO BOX 347,,DELAVAN,WI,53115,6087525835,,,132360,136444,0,,239725,,,,,12047,,0,,
202520179349100102_public.xml,510521886,Jewish Policy Foundation of Pennsylvania,2023-01-01,2023-12-31,,300 Conshohocken State Road 570,,West Conshohocken,PA,194280000,,,,34434,0,0,,0,,,,,34434,,false,,
202520179349100107_public.xml,861641103,NORTH ROOTS INC,2023-01-01,2023-12-31,,1541 PAGE ST,,PHILADELPHIA,PA,191212317,,,,0,0,0,,0,,,,,0,,false,,
202520179349100112_public.xml,464199989,APPLE VALLEY HIGH SCHOOL TRAP SHOOTING CLUB INC,2023-09-01,2024-08-31,,15628 HAYES CT,,APPLE VALLEY,MN,551247135,,,,10853,10574,0,,10574,,,,,279,,true,,
202520179349100117_public.xml,223760537,M BOFILL DUHE FAMILY FOUNDATION INC,2023-01-01,2023-12-31,,25 PARADISE WOODS,,NEW IBERIA,LA,70563,3379847010,,,186785,214322,7225,,318448,,,,,20736,,false,,
